TCONS_00066429	814	4.69	0.00576167076167076
TCONS_00018170	607	9.25	0.0152388797364086
TCONS_00059695	440	-7.02	-0.0159545454545455
TCONS_00067234	1161	90.01	0.0775279931093885
TCONS_00039341	1850	264.92	0.1432
TCONS_00046601	657	42.82	0.0651750380517504
TCONS_00028794	609	17.12	0.028111658456486
TCONS_00069033	920	136.83	0.148728260869565
TCONS_00009047	1310	43.71	0.0333664122137405
TCONS_00030725	2521	566.99	0.22490678302261
TCONS_00036834	552	26.89	0.048713768115942
TCONS_00031760	1731	287.66	0.166181398035817
TCONS_00030647	2404	1492.44	0.620815307820299
TCONS_00036819	337	3.76	0.0111572700296736
TCONS_00055864	524	19.31	0.0368511450381679
TCONS_00054611	2709	350.83	0.129505352528608
TCONS_00052474	1930	469.50	0.243264248704663
TCONS_00007532	769	-131.55	-0.171066319895969
TCONS_00022501	948	33.68	0.0355274261603375
TCONS_00005968	687	82.75	0.120451237263464
TCONS_00008821	1753	185.35	0.105733029092983
TCONS_00009002	3774	235.32	0.0623529411764706
TCONS_00036935	2683	3328.39	1.24054789414834
TCONS_00008937	1206	129.73	0.10757048092869
TCONS_00052600	920	104.35	0.113423913043478
TCONS_00059809	3710	672.05	0.181145552560647
TCONS_00028774	541	210.98	0.389981515711645
TCONS_00008863	1378	-27.54	-0.0199854862119013
TCONS_00008735	653	-30.90	-0.0473200612557427
TCONS_00037040	964	25.16	0.0260995850622407
TCONS_00048180	979	53.27	0.0544126659856997
TCONS_00024719	1815	319.15	0.175840220385675
TCONS_00014058	5478	355.01	0.0648064987221614
TCONS_00044133	1378	69.16	0.050188679245283
TCONS_00006059	1098	29.9	0.0272313296903461
TCONS_00059839	1101	151.98	0.138038147138965
TCONS_00059834	1368	56.78	0.0415058479532164
TCONS_00037677	1676	46.16	0.0275417661097852
TCONS_00063535	531	-0.33	-0.000621468926553672
TCONS_00032516	900	19.86	0.0220666666666667
TCONS_00044040	958	113.83	0.118820459290188
TCONS_00064994	1687	237.66	0.140877296976882
TCONS_00007537	1556	-70.86	-0.0455398457583548
TCONS_00020243	567	60.83	0.107283950617284
TCONS_00009018	566	33.46	0.0591166077738516
TCONS_00014197	1155	-46.97	-0.0406666666666667
TCONS_00030937	3725	1284.95	0.344953020134228
TCONS_00036979	657	61.73	0.0939573820395738
TCONS_00044775	828	27.82	0.0335990338164251
TCONS_00026751	2183	506.75	0.232134677049931
TCONS_00044030	1718	853.07	0.496548311990687
TCONS_00044013	427	224.59	0.525971896955504
TCONS_00024771	688	246.41	0.358154069767442
TCONS_00068993	513	17.21	0.0335477582846004
TCONS_00036749	4506	401.77	0.0891633377718597
TCONS_00028805	555	240.56	0.433441441441441
TCONS_00044262	689	15.77	0.0228882438316401
TCONS_00020219	328	-24.79	-0.0755792682926829
TCONS_00016049	782	51.06	0.0652941176470588
TCONS_00032522	2644	130.72	0.0494402420574887
TCONS_00037070	2601	145.23	0.055836216839677
TCONS_00066519	564	47.27	0.0838120567375887
TCONS_00042870	2132	1273.58	0.597363977485929
TCONS_00009064	685	154.65	0.225766423357664
TCONS_00037716	2448	168.19	0.0687050653594771
TCONS_00054072	1007	0	0
TCONS_00001798	1466	53.79	0.0366916780354707
TCONS_00013093	779	42.75	0.0548780487804878
TCONS_00069025	1327	318.17	0.239766390354182
TCONS_00066563	1499	181.92	0.121360907271514
TCONS_00026770	716	11.97	0.0167178770949721
TCONS_00044143	1976	43.53	0.0220293522267206
TCONS_00032400	924	-18.74	-0.0202813852813853
TCONS_00014109	1320	403.93	0.306007575757576
TCONS_00063592	960	-58.43	-0.0608645833333333
TCONS_00048203	1049	-9.18	-0.00875119161105815
TCONS_00036840	457	22.30	0.0487964989059081
TCONS_00059671	1019	41.11	0.0403434739941119
TCONS_00048217	329	228.58	0.694772036474164
TCONS_00009001	1135	73.25	0.0645374449339207
TCONS_00055878	1320	-17.79	-0.0134772727272727
TCONS_00015887	612	22.51	0.036781045751634
TCONS_00068956	1613	-127.03	-0.078753874767514
TCONS_00044180	507	1.45	0.00285996055226824
TCONS_00014031	844	314.43	0.372547393364929
TCONS_00032040	762	102.13	0.134028871391076
TCONS_00022491	991	81.78	0.0825227043390515
TCONS_00059694	903	28.00	0.0310077519379845
TCONS_00048591	1859	137.68	0.0740613232920925
TCONS_00055844	1725	374.37	0.217026086956522
TCONS_00008961	1934	245.43	0.126902792140641
TCONS_00014000	1134	186.03	0.164047619047619
TCONS_00055727	1410	128.36	0.0910354609929078
TCONS_00026223	2117	69.76	0.0329522909777988
TCONS_00014331	3382	593.7	0.175547013601419
TCONS_00069001	558	100.70	0.180465949820789
TCONS_00028835	4468	170.18	0.038088630259624
TCONS_00059643	709	7.75	0.0109308885754584
TCONS_00044896	325	84.27	0.259292307692308
TCONS_00048643	1610	136.98	0.0850807453416149
TCONS_00048257	902	102.29	0.11340354767184
TCONS_00037717	2277	152.09	0.0667940272288098
TCONS_00022533	1103	105.83	0.095947416137806
TCONS_00020260	1048	75.59	0.0721278625954199
TCONS_00009062	515	46.42	0.0901359223300971
TCONS_00052594	1796	230.28	0.128218262806236
TCONS_00054640	1157	56.29	0.0486516853932584
TCONS_00022493	729	13.92	0.0190946502057613
TCONS_00044274	1229	-21.06	-0.0171358828315704
TCONS_00049464	4542	113.72	0.0250374284456187
TCONS_00008724	584	8.53	0.0146061643835616
TCONS_00048285	1761	248.41	0.141061896649631
TCONS_00055818	3337	385.74	0.115594845669763
TCONS_00036837	881	74.84	0.0849489216799092
TCONS_00028925	398	6.77999999999999	0.017035175879397
TCONS_00044185	1168	74.70	0.0639554794520548
TCONS_00048316	943	14.88	0.015779427359491
TCONS_00009016	1054	106.14	0.100702087286528
TCONS_00044117	1983	211.59	0.106701966717095
TCONS_00027749	1780	244.95	0.137612359550562
TCONS_00068955	737	69.62	0.0944640434192673
TCONS_00019130	4374	223.47	0.0510905349794239
TCONS_00063625	1044	186.94	0.179061302681992
TCONS_00057564	836	64.18	0.0767703349282297
TCONS_00017092	1485	163.29	0.109959595959596
TCONS_00010667	784	103.91	0.132538265306122
TCONS_00022497	869	25.51	0.029355581127733
TCONS_00052607	1307	40.56	0.0310328997704667
TCONS_00057661	1460	110.76	0.0758630136986301
TCONS_00048262	1434	186.51	0.130062761506276
TCONS_00014183	455	219.26	0.48189010989011
TCONS_00008002	430	-2.65	-0.00616279069767442
TCONS_00019134	4461	227.02	0.0508899349921542
TCONS_00048275	803	201.15	0.250498132004981
TCONS_00032525	498	139.13	0.279377510040161
TCONS_00020196	1047	84.02	0.0802483285577841
TCONS_00024753	557	37.02	0.0664631956912029
TCONS_00020770	478	204.75	0.428347280334728
TCONS_00006507	5964	483.29	0.0810345405767941
TCONS_00068978	1661	329.03	0.198091511137869
TCONS_00043794	2025	289.18	0.142804938271605
TCONS_00057225	3886	226.03	0.0581652084405558
TCONS_00036753	1022	69.91	0.0684050880626223
TCONS_00057297	3261	254.92	0.0781723397730757
TCONS_00036841	503	31.45	0.0625248508946322
TCONS_00048305	479	-3.50	-0.00730688935281837
TCONS_00036973	572	45.08	0.0788111888111888
TCONS_00063657	3095	584.82	0.188956381260097
TCONS_00028852	946	100.78	0.106532769556025
TCONS_00028994	1370	221.75	0.161861313868613
TCONS_00044071	955	219.35	0.229685863874346
TCONS_00048287	710	38.63	0.0544084507042254
TCONS_00035212	1074	24.68	0.0229795158286778
TCONS_00030679	1271	265.43	0.208835562549174
TCONS_00063578	1424	91.76	0.064438202247191
TCONS_00044141	656	18.48	0.0281707317073171
TCONS_00052056	1413	60.04	0.0424911535739561
TCONS_00052601	1043	143.99	0.138053691275168
TCONS_00055798	758	17.62	0.023245382585752
TCONS_00052193	1712	192.69	0.112552570093458
TCONS_00030607	301	10.94	0.0363455149501661
TCONS_00052680	2937	373.53	0.127180796731359
TCONS_00055542	824	46.9	0.0569174757281553
TCONS_00028151	1334	103.62	0.0776761619190405
TCONS_00035266	1238	48.32	0.0390306946688207
TCONS_00037007	1077	652.31	0.605673166202414
TCONS_00056560	2953	398.41	0.134917033525229
TCONS_00059626	1522	80.18	0.0526806833114323
TCONS_00008926	1337	371.42	0.277801047120419
TCONS_00008784	797	121.39	0.152308657465496
TCONS_00008898	1273	130.47	0.10249018067557
TCONS_00066288	740	74.09	0.100121621621622
TCONS_00028874	427	16.14	0.0377985948477752
TCONS_00063712	914	25.42	0.0278118161925602
TCONS_00016087	868	20.84	0.0240092165898617
TCONS_00048363	707	51.26	0.0725035360678925
TCONS_00044134	991	110.93	0.111937436932392
TCONS_00055704	667	77.15	0.115667166416792
TCONS_00067235	712	30.1	0.0422752808988764
TCONS_00044120	1175	37.75	0.0321276595744681
TCONS_00052762	1292	272.21	0.210688854489164
TCONS_00055796	887	0.80	0.000901916572717024
TCONS_00036854	1218	75.31	0.0618308702791461
TCONS_00055820	2793	194.80	0.0697457930540637
TCONS_00008717	934	2.31	0.00247323340471092
TCONS_00044082	1148	53.92	0.0469686411149826
TCONS_00008953	587	183.54	0.31267461669506
TCONS_00021835	2221	434.73	0.195736154885187
TCONS_00063600	527	76.34	0.144857685009488
TCONS_00031294	1019	137.19	0.134631992149166
TCONS_00008771	1000	72.28	0.07228
TCONS_00020280	715	27.66	0.0386853146853147
TCONS_00062983	877	103.04	0.117491448118586
TCONS_00059837	724	53.05	0.0732734806629834
TCONS_00048201	813	9.07	0.0111562115621156
TCONS_00008933	1109	50.72	0.0457348963029757
TCONS_00032316	483	3.79	0.00784679089026915
TCONS_00008725	804	172.29	0.214291044776119
TCONS_00037024	1141	105.16	0.0921647677475898
TCONS_00048370	232	119.19	0.51375
TCONS_00009090	1150	519.50	0.451739130434783
TCONS_00009071	1523	147.47	0.0968286277084701
TCONS_00032432	1195	25.48	0.0213221757322176
TCONS_00055838	993	140.05	0.14103726082578
TCONS_00036911	1481	13.14	0.00887238352464551
TCONS_00069003	1337	447.44	0.334659685863874
TCONS_00028150	1545	79.65	0.0515533980582524
TCONS_00038961	994	165.66	0.166659959758551
TCONS_00012623	515	-11.97	-0.0232427184466019
TCONS_00029444	1728	1142.75	0.661313657407407
TCONS_00060838	3753	622.86	0.165963229416467
TCONS_00066446	1623	202.41	0.124713493530499
TCONS_00010360	808	-7.21	-0.00892326732673267
TCONS_00066505	4738	765.62	0.161591388771634
TCONS_00037676	1568	39.55	0.0252232142857143
TCONS_00032436	485	-10.11	-0.0208453608247423
TCONS_00056562	3531	428.06	0.121229113565562
TCONS_00018131	979	22.56	0.0230439223697651
TCONS_00009070	1133	60.29	0.0532127096204766
TCONS_00038937	542	52.36	0.0966051660516605
TCONS_00066473	2052	62.24	0.0303313840155945
TCONS_00008732	771	8.32	0.0107911802853437
TCONS_00031780	1808	509.08	0.281570796460177
TCONS_00019064	2038	197.12	0.0967222767419038
TCONS_00054590	890	103.49	0.116280898876404
TCONS_00015987	917	30.65	0.0334242093784079
TCONS_00055721	306	228.93	0.748137254901961
TCONS_00020300	781	27.61	0.0353521126760563
TCONS_00044197	2239	178.86	0.0798838767306834
TCONS_00023827	217	7.36	0.0339170506912442
TCONS_00022492	1212	68.11	0.0561963696369637
TCONS_00014123	1221	70.76	0.057952497952498
TCONS_00028607	928	294.62	0.317478448275862
TCONS_00008977	1239	60.89	0.0491444713478612
TCONS_00019303	705	139.93	0.198482269503546
TCONS_00028850	894	45.99	0.0514429530201342
TCONS_00063646	5014	3853.57	0.768562026326286
TCONS_00032550	711	37.58	0.0528551336146273
TCONS_00052486	2057	331.67	0.161239669421488
TCONS_00008896	404	33.75	0.083539603960396
TCONS_00018199	1118	66.68	0.0596422182468694
TCONS_00059606	732	20.01	0.0273360655737705
TCONS_00020385	1214	209.26	0.172372322899506
TCONS_00014198	1675	45.58	0.0272119402985075
TCONS_00066467	1029	82.71	0.0803790087463557
TCONS_00008734	862	29.09	0.0337470997679814
TCONS_00022559	2059	141.89	0.0689120932491501
TCONS_00029054	3958	381.14	0.0962961091460333
TCONS_00014479	1095	93.70	0.0855707762557078
TCONS_00068957	787	146.98	0.186759847522236
TCONS_00048333	1002	94.61	0.0944211576846307
TCONS_00052688	465	0.63	0.00135483870967742
TCONS_00032554	932	293.59	0.315010729613734
TCONS_00036866	935	25.83	0.0276256684491979
TCONS_00012716	1740	50.92	0.029264367816092
TCONS_00057760	963	46.67	0.0484631360332295
TCONS_00009059	1070	255.78	0.239046728971963
TCONS_00046117	500	198.35	0.3967
TCONS_00065558	942	49.6	0.0526539278131635
TCONS_00024740	1378	26.13	0.0189622641509434
TCONS_00009115	935	40.41	0.0432192513368984
TCONS_00044234	1125	148.14	0.13168
TCONS_00055761	1170	65.57	0.056042735042735
TCONS_00008834	1081	64.19	0.0593802035152636
TCONS_00048389	970	138.10	0.142371134020619
TCONS_00014093	963	221.16	0.229657320872274
TCONS_00002740	581	305.86	0.526437177280551
TCONS_00038938	1177	212.41	0.180467289719626
TCONS_00063674	1322	-9.83	-0.0074357034795764
TCONS_00032509	1132	21.73	0.0191961130742049
TCONS_00059785	1063	-30.62	-0.0288052681091251
TCONS_00048375	470	7.42	0.0157872340425532
TCONS_00015995	1383	113.71	0.0822198120028923
TCONS_00063746	872	26.43	0.0303096330275229
TCONS_00052616	732	62.60	0.0855191256830601
TCONS_00059836	947	169.65	0.179144667370644
TCONS_00063731	2510	155.60	0.06199203187251
TCONS_00028795	1116	83.65	0.0749551971326165
TCONS_00063529	1331	68.57	0.0515176558978212
TCONS_00022612	1254	168.77	0.134585326953748
TCONS_00008740	1594	31.19	0.0195671267252196
TCONS_00038923	2026	-34.34	-0.0169496544916091
TCONS_00022552	1431	197.23	0.137826694619147
TCONS_00032536	1040	25.21	0.0242403846153846
TCONS_00066544	1516	366.48	0.241741424802111
TCONS_00027503	2338	138.62	0.0592899914456801
TCONS_00026717	1104	98.91	0.0895923913043478
TCONS_00026666	931	70.11	0.0753061224489796
TCONS_00056563	1660	258.95	0.155993975903614
TCONS_00032421	2332	-40.28	-0.0172727272727273
TCONS_00023045	1832	173.57	0.0947434497816594
TCONS_00011651	2656	373.72	0.140707831325301
TCONS_00032555	3549	195.53	0.0550943927867005
TCONS_00024733	5028	486.94	0.0968456642800318
TCONS_00059673	1052	156.68	0.14893536121673
TCONS_00052580	646	52.60	0.0814241486068111
TCONS_00057299	3604	255.99	0.0710294117647059
TCONS_00059722	1012	7.42	0.00733201581027668
TCONS_00048222	839	71.76	0.0855303933253874
TCONS_00010715	766	61.49	0.0802741514360313
TCONS_00048237	1518	84.45	0.0556324110671937
TCONS_00052471	983	49.72	0.0505798575788403
TCONS_00020308	783	6.16	0.00786717752234994
TCONS_00006019	784	-41.11	-0.0524362244897959
TCONS_00022532	1506	178.10	0.118260292164675
TCONS_00016023	1699	56.46	0.0332313125367863
TCONS_00032483	991	61.99	0.0625529767911201
TCONS_00044046	3908	149.03	0.0381345957011259
TCONS_00055750	706	31.29	0.0443201133144476
TCONS_00008930	3909	400.09	0.102350984906626
TCONS_00044408	1174	210.85	0.179599659284497
TCONS_00059796	2694	91.14	0.0338307349665924
TCONS_00036912	521	50.31	0.0965642994241843
TCONS_00026721	898	13.25	0.0147550111358575
TCONS_00024741	1138	60.87	0.0534885764499121
TCONS_00020234	1182	16.64	0.014077834179357
TCONS_00054957	1060	93.47	0.0881792452830189
TCONS_00032494	4900	440.70	0.0899387755102041
TCONS_00014047	2930	360.67	0.123095563139932
TCONS_00008808	1134	21.65	0.0190917107583774
TCONS_00016056	2272	379.82	0.167174295774648
TCONS_00028175	4000	231.64	0.05791
TCONS_00022583	847	-3.34	-0.00394332939787485
TCONS_00004449	519	22.17	0.0427167630057804
TCONS_00063748	570	175.23	0.307421052631579
TCONS_00068953	1284	-16.88	-0.0131464174454829
TCONS_00036458	4092	563.04	0.137595307917889
TCONS_00063546	2621	317.82	0.121259061426936
TCONS_00066444	1723	164.92	0.0957167730702263
TCONS_00016279	339	18.96	0.055929203539823
TCONS_00052710	1021	130.96	0.128266405484819
TCONS_00052530	335	145.15	0.433283582089552
TCONS_00068995	920	93.49	0.101619565217391
TCONS_00026622	1692	32.27	0.0190721040189125
TCONS_00022770	882	110.3	0.125056689342404
TCONS_00011771	272	-62.96	-0.231470588235294
TCONS_00038344	1134	102.33	0.0902380952380952
TCONS_00066062	1864	61.79	0.0331491416309013
TCONS_00044108	1067	78.59	0.0736551077788191
TCONS_00014267	1009	90.13	0.0893260654112983
TCONS_00000594	1750	-86.63	-0.0495028571428571
TCONS_00054324	1049	68.78	0.0655672068636797
TCONS_00066514	1153	31.54	0.0273547267996531
TCONS_00069017	3122	204.42	0.0654772581678411
TCONS_00055795	1293	109.48	0.0846713070378964
TCONS_00032548	744	13.27	0.0178360215053763
TCONS_00017106	580	111.74	0.192655172413793
TCONS_00048428	2075	6.19	0.00298313253012048
TCONS_00063610	863	118.23	0.136998841251448
TCONS_00028858	1208	105.68	0.0874834437086093
TCONS_00020315	1250	112.87	0.090296
TCONS_00066397	363	38.26	0.105399449035813
TCONS_00026778	1494	471.74	0.315756358768407
TCONS_00027497	2228	1234.12	0.553913824057451
TCONS_00026791	998	38.01	0.0380861723446894
TCONS_00009099	1341	80.08	0.0597166293810589
TCONS_00016031	460	-42.97	-0.0934130434782609
TCONS_00067101	512	87.75	0.17138671875
TCONS_00001446	2197	170.57	0.0776376877560309
TCONS_00022504	1259	57.50	0.045671167593328
TCONS_00037719	2019	148.89	0.0737444279346211
TCONS_00014423	1119	136.57	0.122046470062556
TCONS_00020401	460	314.62	0.68395652173913
TCONS_00030671	391	148.64	0.380153452685422
TCONS_00032498	433	107.16	0.247482678983834
TCONS_00028894	1414	128.13	0.0906152758132956
TCONS_00044051	4168	857.13	0.205645393474088
TCONS_00064810	1960	174.88	0.0892244897959184
TCONS_00014131	753	22.04	0.029269588313413
TCONS_00008959	1353	103.66	0.0766149297856615
TCONS_00044089	1589	119.53	0.0752234109502832
TCONS_00040287	3210	1012.75	0.315498442367601
TCONS_00036920	979	182.71	0.186629213483146
TCONS_00008689	1510	173.13	0.114655629139073
TCONS_00044479	1009	97.43	0.0965609514370664
TCONS_00007092	3479	281.49	0.080911181373958
TCONS_00038945	1160	271.17	0.23376724137931
TCONS_00030603	740	96.37	0.13022972972973
TCONS_00048263	1274	92.24	0.0724018838304553
TCONS_00030660	942	102.00	0.10828025477707
TCONS_00020493	1725	140.67	0.0815478260869565
TCONS_00044152	1482	269.88	0.182105263157895
TCONS_00033675	1110	16.48	0.0148468468468468
TCONS_00044065	811	100.96	0.124488286066584
TCONS_00035355	2006	111.26	0.0554636091724825
TCONS_00063637	598	49.84	0.0833444816053512
TCONS_00014076	1740	182.94	0.105137931034483
TCONS_00026792	1402	70.28	0.0501283880171184
TCONS_00020258	422	7.69	0.0182227488151659
TCONS_00020296	777	48.42	0.0623166023166023
TCONS_00048332	370	128.87	0.348297297297297
TCONS_00014054	694	67.64	0.097463976945245
TCONS_00022509	757	93.58	0.123619550858653
TCONS_00032276	1622	29.19	0.0179963008631319
TCONS_00027107	1942	157.11	0.0809011328527292
TCONS_00055889	608	47.55	0.0782072368421053
TCONS_00045584	1919	371.61	0.193647733194372
TCONS_00032486	683	59.10	0.0865300146412884
TCONS_00035512	1343	87.83	0.0653983618763961
TCONS_00032424	788	47.61	0.0604187817258883
TCONS_00036757	590	55.63	0.0942881355932203
TCONS_00020131	3130	286.25	0.0914536741214057
TCONS_00041380	1132	185.67	0.164019434628975
TCONS_00020256	672	2.21	0.00328869047619048
TCONS_00040930	1490	163.60	0.109798657718121
TCONS_00005519	858	82.18	0.0957808857808858
TCONS_00018248	726	18.62	0.0256473829201102
TCONS_00048205	817	82.29	0.100722154222766
TCONS_00037025	1072	430.45	0.401539179104478
TCONS_00020132	3810	316.52	0.0830761154855643
TCONS_00009129	1109	19.89	0.0179350766456267
TCONS_00022500	1693	4.08	0.00240992321323095
TCONS_00022601	1550	64.06	0.0413290322580645
TCONS_00008826	329	10.89	0.0331003039513678
TCONS_00004468	2979	342.78	0.115065458207452
TCONS_00008854	411	18.63	0.0453284671532847
TCONS_00063580	451	-3.18	-0.0070509977827051
TCONS_00028783	765	-22.67	-0.0296339869281046
TCONS_00016058	901	15.95	0.0177025527192009
TCONS_00020239	1003	300.35	0.299451645064806
TCONS_00024779	764	178.60	0.233769633507853
TCONS_00059629	1173	43.25	0.0368712702472293
TCONS_00048199	1335	76.00	0.0569288389513109
TCONS_00008680	1350	83.29	0.0616962962962963
TCONS_00018111	1047	139.24	0.132989493791786
TCONS_00020291	792	38.47	0.0485732323232323
TCONS_00008690	1023	92.13	0.090058651026393
TCONS_00043998	886	54.53	0.0615462753950339
TCONS_00044147	2496	287.26	0.115088141025641
TCONS_00068982	2755	484.40	0.175825771324864
TCONS_00008888	939	15.29	0.016283280085197
TCONS_00024769	577	133.71	0.231733102253033
TCONS_00055762	2268	228.76	0.100864197530864
TCONS_00050551	816	4.13	0.00506127450980392
TCONS_00059817	746	41.04	0.0550134048257373
TCONS_00055806	726	40.07	0.0551928374655647
TCONS_00007535	3044	-162.72	-0.0534559789750329
TCONS_00029445	1336	905.29	0.677612275449102
TCONS_00036903	990	26.26	0.0265252525252525
TCONS_00026750	1141	77.07	0.0675460122699386
TCONS_00026745	5157	467.99	0.0907484971882878
TCONS_00048718	1575	506.59	0.321644444444444
TCONS_00063541	676	35.91	0.0531213017751479
TCONS_00055770	2724	356.79	0.130980176211454
TCONS_00026705	781	93.08	0.119180537772087
TCONS_00052595	400	128.33	0.320825
TCONS_00062606	2363	312.55	0.132268303004655
TCONS_00046311	1008	147.77	0.146597222222222
TCONS_00060324	400	173.08	0.4327
TCONS_00063603	548	149.86	0.273467153284672
TCONS_00011390	1296	-123.62	-0.0953858024691358
TCONS_00048208	880	52.97	0.0601931818181818
TCONS_00048382	1032	98.97	0.0959011627906977
TCONS_00032530	1352	26.17	0.0193565088757396
TCONS_00066539	1284	96.06	0.0748130841121495
TCONS_00048250	1084	81.13	0.0748431734317343
TCONS_00008895	1323	47.18	0.0356613756613757
TCONS_00008671	834	36.13	0.0433213429256595
TCONS_00019436	1449	36.6	0.0252587991718426
TCONS_00047631	1383	600.20	0.433984092552422
TCONS_00059621	1114	23.93	0.0214811490125673
TCONS_00030621	1104	127.50	0.115489130434783
TCONS_00063645	1165	57.94	0.0497339055793991
TCONS_00014071	493	70.04	0.142068965517241
TCONS_00052604	1956	294.91	0.150771983640082
TCONS_00052577	1399	136.59	0.0976340243030736
TCONS_00028807	1144	117.33	0.102561188811189
TCONS_00008768	593	29.94	0.0504890387858347
TCONS_00048420	516	-0.28	-0.000542635658914729
TCONS_00030665	673	88.44	0.131411589895988
TCONS_00066470	1281	173.50	0.13544106167057
TCONS_00063516	3623	582.94	0.160899806789953
TCONS_00052513	756	-4.96	-0.00656084656084656
TCONS_00038345	1095	98.77	0.0902009132420091
TCONS_00066469	1463	112.37	0.0768079289131921
TCONS_00018194	1146	19.28	0.0168237347294939
TCONS_00052479	906	98.52	0.108741721854305
TCONS_00027380	2919	1556.12	0.533100376841384
TCONS_00018112	1574	288.46	0.183265565438374
TCONS_00033034	323	105.01	0.325108359133127
TCONS_00026790	794	14.43	0.0181738035264484
TCONS_00026762	3516	133.93	0.0380915813424346
TCONS_00036805	2354	12.94	0.00549702633814783
TCONS_00048347	956	35.55	0.0371861924686192
TCONS_00044235	1571	99.12	0.063093570973902
TCONS_00022498	1399	72.39	0.0517441029306648
TCONS_00028867	1185	90.95	0.0767510548523207
TCONS_00024744	703	-10.05	-0.0142958748221906
TCONS_00037017	1536	77.88	0.050703125
TCONS_00068997	1716	132.08	0.076969696969697
TCONS_00052622	1751	163.87	0.0935865219874358
TCONS_00008798	596	106.60	0.178859060402685
TCONS_00014100	518	253.64	0.48965250965251
TCONS_00048325	1931	145.11	0.0751475919212843
TCONS_00026693	1918	-4.16	-0.0021689259645464
TCONS_00007094	1370	259.1	0.189124087591241
TCONS_00023702	1247	151.09	0.121162790697674
TCONS_00011389	1130	13.15	0.0116371681415929
TCONS_00022578	929	39.41	0.0424219590958019
TCONS_00014132	959	445.14	0.464171011470282
TCONS_00059771	2586	25.73	0.00994972931167827
TCONS_00000546	1792	154.2	0.0860491071428571
TCONS_00026424	11620	2588.94	0.222800344234079
TCONS_00048434	625	62.13	0.099408
TCONS_00030608	1613	196.04	0.121537507749535
TCONS_00018748	934	60.18	0.0644325481798715
TCONS_00047038	1110	292.79	0.263774774774775
TCONS_00007606	1256	103.31	0.0822531847133758
TCONS_00038947	3113	205.56	0.0660327658207517
TCONS_00030694	1067	272.35	0.255248359887535
TCONS_00016048	798	93.49	0.117155388471178
TCONS_00060574	633	91.76	0.144960505529226
TCONS_00052526	590	23.26	0.0394237288135593
TCONS_00038933	1246	73.38	0.058892455858748
TCONS_00055116	4759	725.89	0.152529943265392
TCONS_00066415	1028	66.37	0.0645622568093385
TCONS_00051169	3109	227.5	0.0731746542296558
TCONS_00059710	586	55.57	0.0948293515358362
TCONS_00043979	1507	115.16	0.0764167219641672
TCONS_00028982	1695	123.83	0.0730560471976401
TCONS_00043294	2311	100.43	0.0434573777585461
TCONS_00045710	3944	616.13	0.156219574036511
TCONS_00032505	953	26.97	0.0283001049317943
TCONS_00044084	760	466.70	0.614078947368421
TCONS_00044014	1297	65.80	0.0507324595219738
TCONS_00048431	693	19.34	0.0279076479076479
TCONS_00045910	2858	116.86	0.040888733379986
TCONS_00052545	1264	231.97	0.183520569620253
